time,VHM0_WW,latitude,VMDR_SW2,VMDR,VMDR_SW1,VTM10,VPED,VTPK,VTM02,VHM0_SW1,VMDR_WW,VTM01_SW2,VSDX,VTM01_SW1,VSDY,VHM0,VTM01_WW,longitude,VHM0_SW2
2017-01-01 00:00:00,1.13,-3.20,107.45,38.79,349.64,9.92,352.50,15.53,5.85,1.40,86.51,7.41,-0.11,14.25,-0.02,2.10,4.07,-38.40,0.91
2017-01-01 03:00:00,1.39,-3.20,98.94,42.03,351.74,9.66,352.50,15.72,5.78,1.52,93.88,9.00,-0.13,13.06,0.00,2.22,4.50,-38.40,0.59
2017-01-01 06:00:00,1.36,-3.20,100.77,46.58,352.55,9.62,352.50,15.75,5.93,1.57,99.14,8.30,-0.12,12.96,0.01,2.31,4.47,-38.40,0.80
2017-01-01 09:00:00,1.24,-3.20,100.03,47.67,353.24,9.69,352.50,15.63,6.04,1.58,102.91,8.15,-0.12,12.94,0.01,2.31,4.34,-38.40,0.93
2017-01-01 12:00:00,0.90,-3.20,93.49,45.55,353.99,9.80,352.50,15.42,6.14,1.57,109.44,6.50,-0.10,12.83,0.02,2.25,3.71,-38.40,1.34
2017-01-01 15:00:00,0.69,-3.20,93.92,42.16,354.76,9.91,352.50,15.04,6.19,1.54,118.63,6.29,-0.09,12.64,0.02,2.16,3.25,-38.40,1.33
2017-01-01 18:00:00,0.60,-3.20,95.34,38.19,355.50,10.08,352.50,14.83,6.29,1.54,111.24,6.32,-0.09,12.51,0.02,2.09,3.06,-38.40,1.27
2017-01-01 21:00:00,0.71,-3.20,85.43,33.36,355.57,10.10,352.50,14.67,6.15,1.50,77.36,16.63,-0.09,12.18,-0.02,2.02,3.27,-38.40,1.00
2017-01-02 00:00:00,0.86,-3.20,104.03,31.52,356.56,9.92,352.50,14.61,5.99,1.54,70.35,6.73,-0.10,11.80,-0.04,2.03,3.54,-38.40,1.00
2017-01-02 03:00:00,0.82,-3.20,103.21,34.01,356.10,9.58,352.50,14.44,5.95,1.50,80.28,6.86,-0.10,11.97,-0.03,2.04,3.51,-38.40,1.00
2017-01-02 06:00:00,0.84,-3.20,103.84,39.33,356.28,9.12,352.50,14.07,5.82,1.43,88.94,7.01,-0.10,11.43,-0.02,2.00,3.59,-38.40,1.01
2017-01-02 09:00:00,0.73,-3.20,77.91,43.26,356.55,8.93,278.90,13.72,5.81,1.37,94.81,15.27,-0.10,11.10,-0.01,1.99,3.36,-38.40,1.05
2017-01-02 12:00:00,0.63,-3.20,26.55,45.07,356.18,8.81,278.90,13.60,5.77,1.28,108.73,15.69,-0.09,10.60,0.01,1.93,3.13,-38.40,0.65
2017-01-02 15:00:00,0.71,-3.20,93.34,47.72,358.58,8.56,7.50,13.24,5.61,1.30,111.23,6.22,-0.09,10.58,0.02,1.86,3.28,-38.40,1.12
2017-01-02 18:00:00,0.55,-3.20,356.64,47.44,5.66,8.45,7.50,12.90,5.62,1.06,97.45,9.41,-0.08,10.69,0.00,1.78,2.93,-38.40,0.82
2017-01-02 21:00:00,0.58,-3.20,356.62,45.90,6.49,8.35,7.50,12.57,5.54,1.02,84.13,9.33,-0.08,10.40,-0.01,1.72,2.99,-38.40,0.80
2017-01-03 00:00:00,0.61,-3.20,102.17,44.56,359.56,8.20,7.50,12.29,5.43,1.18,74.47,6.30,-0.08,9.91,-0.02,1.68,3.03,-38.40,1.00
2017-01-03 03:00:00,0.73,-3.20,101.99,46.53,359.93,8.00,7.50,11.32,5.32,1.17,77.00,6.52,-0.09,9.88,-0.03,1.72,3.28,-38.40,0.98
2017-01-03 06:00:00,0.64,-3.20,92.11,47.84,0.09,7.99,7.50,11.20,5.40,1.18,80.80,5.93,-0.09,9.98,-0.02,1.77,3.14,-38.40,1.14
2017-01-03 09:00:00,0.54,-3.20,0.26,48.20,89.63,8.00,7.50,8.65,5.45,1.18,94.75,9.89,-0.08,5.82,-0.01,1.75,2.91,-38.40,1.17
2017-01-03 12:00:00,0.67,-3.20,87.82,50.37,0.53,7.88,7.50,8.99,5.35,1.16,105.57,6.09,-0.09,9.74,0.00,1.75,3.20,-38.40,1.11
2017-01-03 15:00:00,0.55,-3.20,91.69,49.75,0.91,7.85,7.50,9.21,5.37,1.14,104.08,5.92,-0.08,9.50,0.00,1.69,2.91,-38.40,1.11
2017-01-03 18:00:00,0.65,-3.20,96.12,48.79,1.48,7.75,7.50,9.23,5.27,1.14,86.13,5.98,-0.09,9.35,-0.01,1.67,3.15,-38.40,1.04
2017-01-03 21:00:00,0.60,-3.20,99.21,46.58,1.85,7.68,7.50,9.15,5.21,1.11,85.04,6.20,-0.08,9.21,-0.02,1.61,3.05,-38.40,0.95
2017-01-04 00:00:00,0.51,-3.20,76.44,44.75,2.35,7.61,7.50,9.02,5.15,1.04,78.67,12.86,-0.08,8.87,-0.02,1.52,2.81,-38.40,0.87
2017-01-04 03:00:00,0.49,-3.20,76.45,44.30,2.77,7.54,7.50,8.96,5.09,1.00,73.66,12.87,-0.07,8.82,-0.02,1.46,2.78,-38.40,0.83
2017-01-04 06:00:00,0.77,-3.20,87.54,48.25,3.61,7.14,7.50,8.87,4.77,0.97,77.50,12.94,-0.09,8.69,-0.03,1.47,3.37,-38.40,0.65
2017-01-04 09:00:00,0.75,-3.20,101.12,51.09,2.71,6.94,7.50,8.74,4.75,0.94,85.02,6.59,-0.09,8.69,-0.02,1.48,3.36,-38.40,0.76
2017-01-04 12:00:00,0.68,-3.20,81.50,53.14,2.85,6.85,7.50,8.54,4.72,0.90,98.66,5.54,-0.09,8.49,-0.01,1.45,3.25,-38.40,0.89
2017-01-04 15:00:00,0.67,-3.20,81.95,54.65,3.05,6.79,7.50,8.38,4.66,0.88,103.41,5.55,-0.09,8.32,0.00,1.42,3.21,-38.40,0.85
2017-01-04 18:00:00,0.71,-3.20,94.14,56.35,3.13,6.70,7.50,8.25,4.58,0.84,100.16,6.68,-0.09,8.14,0.01,1.39,3.28,-38.40,0.70
2017-01-04 21:00:00,0.82,-3.20,97.88,57.54,3.44,6.58,7.50,8.18,4.50,0.81,89.81,7.09,-0.09,8.10,-0.01,1.39,3.50,-38.40,0.60
2017-01-05 00:00:00,0.96,-3.20,97.01,61.46,2.93,6.41,7.50,8.13,4.45,0.76,90.57,7.66,-0.10,8.12,-0.01,1.44,3.76,-38.40,0.49
2017-01-05 03:00:00,1.14,-3.20,102.01,67.99,3.44,6.27,7.50,5.41,4.48,0.72,91.95,8.16,-0.11,8.10,0.00,1.53,4.08,-38.40,0.38
2017-01-05 06:00:00,1.33,-3.20,60.13,77.45,3.53,6.26,97.50,5.85,4.62,0.68,99.66,6.41,-0.12,8.15,0.01,1.69,4.40,-38.40,0.32
2017-01-05 09:00:00,1.24,-3.20,68.78,82.02,110.22,6.45,97.50,6.34,4.81,0.58,101.81,7.31,-0.12,7.89,0.02,1.76,4.34,-38.40,0.49
2017-01-05 12:00:00,0.63,-3.20,6.31,81.59,90.89,6.75,97.50,6.76,4.97,1.37,123.26,14.71,-0.09,5.88,0.02,1.69,3.15,-38.40,0.36
2017-01-05 15:00:00,0.86,-3.20,6.33,82.45,89.96,6.83,97.50,7.01,4.86,1.18,112.51,14.03,-0.10,6.34,0.03,1.66,3.61,-38.40,0.40
2017-01-05 18:00:00,0.81,-3.20,5.94,80.92,91.99,6.94,97.50,7.12,4.89,1.16,105.32,13.97,-0.10,6.36,0.02,1.62,3.52,-38.40,0.42
2017-01-05 21:00:00,0.79,-3.20,4.88,75.50,97.86,7.05,97.50,7.22,4.84,1.12,88.14,13.71,-0.10,6.22,0.00,1.57,3.47,-38.40,0.44
2017-01-06 00:00:00,1.02,-3.20,5.09,72.33,105.79,6.85,97.50,7.14,4.66,0.84,87.35,13.28,-0.11,6.89,-0.01,1.56,3.87,-38.40,0.47
2017-01-06 03:00:00,1.25,-3.20,4.58,73.58,98.30,6.90,97.50,6.58,4.78,0.65,91.42,13.43,-0.12,8.23,-0.01,1.73,4.24,-38.40,0.52
2017-01-06 06:00:00,1.15,-3.20,6.01,75.88,103.37,6.96,97.50,6.48,4.89,0.88,95.78,12.89,-0.11,7.38,0.00,1.75,4.15,-38.40,0.49
2017-01-06 09:00:00,1.12,-3.20,340.71,77.76,101.82,7.05,100.70,6.61,4.91,0.85,103.37,12.42,-0.11,7.52,0.02,1.76,4.09,-38.40,0.54
2017-01-06 12:00:00,0.86,-3.20,355.65,78.85,88.87,7.20,100.70,6.65,5.00,1.24,118.94,14.76,-0.10,6.03,0.03,1.74,3.64,-38.40,0.61
2017-01-06 15:00:00,0.72,-3.20,350.06,77.42,93.59,7.57,97.50,6.94,5.19,1.34,121.09,12.92,-0.09,6.15,0.03,1.79,3.31,-38.40,0.84
2017-01-06 18:00:00,0.60,-3.20,351.27,72.45,97.84,7.68,352.50,6.96,5.19,1.26,109.63,12.65,-0.09,5.93,0.02,1.67,3.05,-38.40,0.82
2017-01-06 21:00:00,0.70,-3.20,352.03,63.55,102.36,7.78,352.50,12.92,5.05,1.08,80.24,12.45,-0.09,6.08,-0.01,1.59,3.24,-38.40,0.83
2017-01-07 00:00:00,0.83,-3.20,353.13,55.24,106.13,7.75,352.50,12.82,4.92,0.95,64.57,12.38,-0.09,6.15,-0.04,1.59,3.48,-38.40,0.84
2017-01-07 03:00:00,0.77,-3.20,353.51,51.73,102.72,7.82,352.50,12.74,5.01,0.95,69.10,12.22,-0.09,6.22,-0.03,1.60,3.38,-38.40,0.86
2017-01-07 06:00:00,0.66,-3.20,357.22,52.86,90.78,8.09,278.90,13.06,5.22,1.14,86.70,10.50,-0.09,5.83,-0.02,1.70,3.16,-38.40,1.05
2017-01-07 09:00:00,0.59,-3.20,358.52,56.06,92.92,8.26,278.90,12.92,5.36,1.17,101.71,10.28,-0.09,5.96,0.00,1.71,3.03,-38.40,1.06
2017-01-07 12:00:00,0.74,-3.20,359.22,61.42,91.82,8.11,7.50,12.56,5.17,1.08,120.01,9.95,-0.09,6.01,0.03,1.69,3.36,-38.40,1.01
2017-01-07 15:00:00,0.58,-3.20,17.41,61.88,359.40,8.22,7.50,12.29,5.32,0.98,119.00,17.57,-0.08,9.63,0.03,1.66,3.01,-38.40,0.43
2017-01-07 18:00:00,0.37,-3.20,15.37,54.78,0.61,8.49,7.50,12.23,5.49,0.98,97.30,16.83,-0.07,9.41,0.01,1.59,2.44,-38.40,0.46
2017-01-07 21:00:00,0.53,-3.20,15.72,48.31,1.13,8.50,7.50,12.17,5.33,0.99,78.41,16.54,-0.08,9.31,-0.01,1.53,2.88,-38.40,0.45
2017-01-08 00:00:00,0.74,-3.20,14.37,45.54,0.56,8.17,7.50,12.15,5.01,0.94,67.36,15.54,-0.09,8.69,-0.04,1.54,3.25,-38.40,0.54
2017-01-08 03:00:00,0.84,-3.20,15.65,46.67,0.88,7.91,7.50,12.68,4.96,0.92,71.62,14.87,-0.09,7.87,-0.04,1.59,3.52,-38.40,0.61
2017-01-08 06:00:00,0.71,-3.20,106.54,47.14,6.56,7.97,7.50,14.40,5.05,1.08,75.81,7.37,-0.09,9.96,-0.03,1.58,3.30,-38.40,0.61
2017-01-08 09:00:00,0.50,-3.20,82.15,47.62,6.78,8.13,7.50,14.34,5.14,1.08,102.77,4.77,-0.08,10.04,-0.01,1.56,2.80,-38.40,0.89
2017-01-08 12:00:00,0.48,-3.20,88.75,47.76,6.27,8.24,7.50,14.15,5.16,1.08,118.64,5.30,-0.07,10.12,0.01,1.54,2.73,-38.40,0.98
2017-01-08 15:00:00,0.41,-3.20,92.63,45.41,5.63,8.39,7.50,13.77,5.27,1.10,115.50,5.34,-0.07,9.96,0.01,1.51,2.58,-38.40,0.94
2017-01-08 18:00:00,0.38,-3.20,98.72,40.45,4.98,8.58,7.50,13.30,5.37,1.12,88.93,7.19,-0.07,9.87,0.00,1.48,2.53,-38.40,0.82
2017-01-08 21:00:00,0.39,-3.20,98.01,35.03,4.36,8.79,278.90,13.09,5.45,1.14,79.22,5.27,-0.06,9.85,-0.01,1.46,2.51,-38.40,0.83
2017-01-09 00:00:00,0.39,-3.20,353.15,30.87,6.56,8.95,352.50,13.02,5.46,1.04,65.42,15.72,-0.06,9.13,-0.02,1.44,2.52,-38.40,0.48
2017-01-09 03:00:00,0.45,-3.20,84.94,28.20,4.25,9.04,352.50,13.09,5.41,1.15,66.40,14.59,-0.06,9.81,-0.03,1.45,2.66,-38.40,0.66
2017-01-09 06:00:00,0.41,-3.20,89.20,26.56,2.83,9.49,352.50,13.86,5.68,1.29,72.84,4.98,-0.07,10.44,-0.03,1.59,2.58,-38.40,0.80
2017-01-09 09:00:00,0.33,-3.20,104.80,24.40,1.81,9.69,352.50,14.20,5.86,1.31,87.26,8.31,-0.06,10.54,-0.02,1.59,2.35,-38.40,0.48
2017-01-09 12:00:00,0.32,-3.20,90.20,22.70,1.27,9.65,352.50,14.08,5.85,1.30,103.33,4.92,-0.06,10.44,-0.01,1.55,2.32,-38.40,0.79
2017-01-09 15:00:00,0.25,-3.20,104.32,20.41,0.65,9.69,352.50,13.83,6.01,1.30,103.52,8.10,-0.05,10.30,-0.01,1.53,2.10,-38.40,0.45
2017-01-09 18:00:00,0.20,-3.20,105.58,18.13,0.19,9.71,352.50,13.30,6.17,1.29,76.67,8.11,-0.04,10.16,-0.01,1.49,1.95,-38.40,0.43
2017-01-09 21:00:00,0.36,-3.20,108.06,17.38,0.09,9.57,352.50,12.92,5.92,1.27,75.63,8.16,-0.06,9.94,-0.02,1.47,2.47,-38.40,0.40
2017-01-10 00:00:00,0.54,-3.20,107.30,19.27,359.95,9.24,352.50,12.72,5.48,1.26,70.97,5.82,-0.07,9.74,-0.03,1.48,2.84,-38.40,0.56
2017-01-10 03:00:00,0.69,-3.20,105.01,24.50,359.95,8.76,352.50,12.52,5.22,1.23,78.34,7.45,-0.08,9.97,-0.03,1.53,3.17,-38.40,0.46
2017-01-10 06:00:00,0.74,-3.20,108.25,30.50,359.67,8.38,352.50,12.30,5.17,1.21,83.03,8.29,-0.08,9.93,-0.02,1.56,3.35,-38.40,0.40
2017-01-10 09:00:00,0.56,-3.20,104.95,34.41,359.92,8.20,352.50,12.09,5.23,1.17,81.80,5.12,-0.08,9.77,-0.02,1.55,2.95,-38.40,0.67
2017-01-10 12:00:00,0.30,-3.20,88.13,34.93,359.48,8.21,352.50,11.90,5.39,1.13,98.71,4.51,-0.06,9.65,-0.01,1.50,2.25,-38.40,0.85
2017-01-10 15:00:00,0.30,-3.20,92.07,33.42,359.05,8.27,352.50,11.75,5.46,1.10,106.49,7.98,-0.06,9.55,0.00,1.44,2.29,-38.40,0.71
2017-01-10 18:00:00,0.67,-3.20,107.87,37.03,358.90,7.97,352.50,11.58,5.01,1.08,98.23,8.30,-0.08,9.46,0.00,1.44,3.20,-38.40,0.43
2017-01-10 21:00:00,0.52,-3.20,107.56,37.97,359.09,7.88,352.50,11.41,5.07,1.07,82.43,8.30,-0.08,9.42,-0.01,1.45,2.86,-38.40,0.43
2017-01-11 00:00:00,0.79,-3.20,107.43,38.92,359.70,7.73,352.50,11.49,4.90,1.10,74.71,8.29,-0.09,9.09,-0.03,1.51,3.39,-38.40,0.46
2017-01-11 03:00:00,0.87,-3.20,109.85,44.08,359.50,7.33,278.90,11.27,4.84,1.05,72.85,7.59,-0.09,9.44,-0.03,1.55,3.56,-38.40,0.53
2017-01-11 06:00:00,1.01,-3.20,88.30,49.46,1.02,7.42,7.50,11.64,5.07,1.07,79.87,7.83,-0.11,10.16,-0.03,1.79,3.83,-38.40,0.70
2017-01-11 09:00:00,0.78,-3.20,359.73,50.02,81.39,7.40,7.50,11.55,5.15,1.15,84.35,9.90,-0.10,5.78,-0.02,1.76,3.44,-38.40,1.09
2017-01-11 12:00:00,0.45,-3.20,0.46,46.42,79.71,8.43,7.50,12.81,5.87,1.53,86.86,10.98,-0.09,5.77,-0.02,2.11,2.64,-38.40,1.35
2017-01-11 15:00:00,0.24,-3.20,0.79,44.85,79.15,7.91,7.50,11.69,5.63,1.34,103.35,10.09,-0.07,5.40,-0.02,1.78,2.05,-38.40,1.15
2017-01-11 18:00:00,0.19,-3.20,86.79,40.27,16.04,7.93,7.50,11.68,5.57,1.10,104.20,9.24,-0.06,8.87,-0.02,1.61,1.93,-38.40,0.90
2017-01-11 21:00:00,0.18,-3.20,98.11,35.38,3.06,8.16,7.50,11.68,5.65,1.08,105.71,6.03,-0.05,9.89,-0.02,1.51,1.87,-38.40,0.79
2017-01-12 00:00:00,0.26,-3.20,77.49,31.72,3.19,8.38,7.50,11.64,5.63,1.10,93.24,5.32,-0.05,9.67,-0.02,1.46,2.16,-38.40,0.92
2017-01-12 03:00:00,0.30,-3.20,83.65,30.53,3.37,8.49,7.50,11.64,5.58,1.11,88.22,5.50,-0.05,9.07,-0.02,1.41,2.27,-38.40,0.82
2017-01-12 06:00:00,0.27,-3.20,84.48,30.71,3.59,8.40,7.50,11.50,5.52,1.08,89.32,5.22,-0.05,9.24,-0.01,1.37,2.15,-38.40,0.81
2017-01-12 09:00:00,0.34,-3.20,87.69,32.72,3.74,8.44,7.50,11.51,5.47,1.12,92.60,5.43,-0.06,9.24,-0.01,1.43,2.36,-38.40,0.82
2017-01-12 12:00:00,0.57,-3.20,84.97,40.49,4.01,7.98,7.50,11.14,5.05,1.06,106.50,5.83,-0.08,9.22,0.01,1.43,2.93,-38.40,0.77
2017-01-12 15:00:00,0.61,-3.20,85.48,47.85,3.70,7.56,7.50,10.85,4.89,1.00,106.79,5.71,-0.08,9.25,0.01,1.43,3.05,-38.40,0.80
2017-01-12 18:00:00,0.72,-3.20,99.10,53.94,3.57,7.27,7.50,10.56,4.75,0.96,107.91,7.68,-0.09,9.17,0.02,1.43,3.29,-38.40,0.56
2017-01-12 21:00:00,0.78,-3.20,98.12,58.98,4.27,7.04,7.50,10.30,4.67,0.91,98.77,8.13,-0.09,9.16,0.01,1.43,3.44,-38.40,0.49
2017-01-13 00:00:00,0.67,-3.20,105.63,58.62,4.57,7.06,7.50,10.16,4.71,0.88,82.03,5.72,-0.09,9.28,-0.01,1.42,3.21,-38.40,0.80
2017-01-13 03:00:00,0.65,-3.20,4.96,59.89,95.03,7.06,7.50,10.17,4.74,0.93,85.82,9.39,-0.09,5.69,-0.01,1.43,3.14,-38.40,0.87
2017-01-13 06:00:00,0.71,-3.20,5.77,65.55,91.94,7.04,7.50,10.30,4.83,1.04,94.88,9.55,-0.09,5.81,0.00,1.53,3.27,-38.40,0.87
2017-01-13 09:00:00,0.76,-3.20,6.38,70.65,91.46,6.92,7.50,6.68,4.83,1.06,100.77,9.46,-0.10,5.98,0.01,1.56,3.39,-38.40,0.84
2017-01-13 12:00:00,0.78,-3.20,6.85,74.38,90.05,6.89,7.50,6.82,4.82,1.08,108.61,9.45,-0.10,6.03,0.02,1.58,3.46,-38.40,0.82
2017-01-13 15:00:00,0.78,-3.20,6.66,75.36,89.75,6.95,7.50,6.97,4.84,1.07,112.91,9.45,-0.09,6.07,0.02,1.57,3.46,-38.40,0.81
2017-01-13 18:00:00,0.73,-3.20,7.03,73.85,91.18,7.02,7.50,7.13,4.85,1.06,112.27,9.33,-0.09,6.08,0.02,1.55,3.34,-38.40,0.81
2017-01-13 21:00:00,0.70,-3.20,7.24,69.04,96.53,7.14,7.50,7.36,4.89,1.05,95.93,9.22,-0.09,5.97,0.01,1.53,3.29,-38.40,0.84
2017-01-14 00:00:00,0.79,-3.20,7.60,63.51,103.89,6.96,7.50,7.39,4.73,0.88,79.14,8.93,-0.09,6.23,-0.02,1.48,3.45,-38.40,0.82
2017-01-14 03:00:00,0.91,-3.20,7.62,62.41,103.47,6.76,7.50,7.28,4.68,0.83,80.19,8.89,-0.10,6.38,-0.02,1.53,3.66,-38.40,0.82
2017-01-14 06:00:00,0.64,-3.20,8.94,63.29,86.91,6.81,7.50,6.53,4.82,1.12,93.34,8.70,-0.09,5.51,-0.01,1.55,3.16,-38.40,0.81
2017-01-14 09:00:00,0.52,-3.20,9.92,62.44,87.01,6.99,7.50,6.61,4.85,1.10,109.02,8.58,-0.08,5.43,0.00,1.51,2.86,-38.40,0.81
2017-01-14 12:00:00,0.41,-3.20,11.70,57.88,89.33,7.27,7.50,6.67,4.93,1.04,114.60,8.48,-0.07,5.25,0.01,1.45,2.57,-38.40,0.81
2017-01-14 15:00:00,0.37,-3.20,331.00,50.76,10.71,7.61,7.50,6.75,5.00,0.76,116.02,14.61,-0.07,8.04,0.01,1.39,2.49,-38.40,0.47
2017-01-14 18:00:00,0.32,-3.20,331.74,42.68,14.71,8.00,19.30,7.03,5.15,0.84,111.41,14.58,-0.06,8.11,0.00,1.35,2.32,-38.40,0.52
2017-01-14 21:00:00,0.21,-3.20,333.49,34.96,16.71,8.43,337.50,13.43,5.40,0.86,105.41,14.36,-0.05,7.31,0.00,1.32,2.00,-38.40,0.59
2017-01-15 00:00:00,0.21,-3.20,335.05,27.94,17.47,8.87,337.50,14.81,5.62,0.85,59.72,14.23,-0.04,7.55,-0.01,1.30,1.99,-38.40,0.65
2017-01-15 03:00:00,0.37,-3.20,335.54,22.96,18.15,9.17,337.50,15.15,5.50,0.86,68.39,14.25,-0.05,7.62,-0.02,1.33,2.46,-38.40,0.71
2017-01-15 06:00:00,0.32,-3.20,335.24,20.00,19.30,9.50,337.50,15.27,5.64,0.86,87.22,14.25,-0.06,8.14,-0.02,1.39,2.33,-38.40,0.80
2017-01-15 09:00:00,0.40,-3.20,21.32,17.66,335.48,9.74,337.50,15.03,5.66,0.89,92.92,8.13,-0.06,13.95,-0.01,1.44,2.53,-38.40,0.84
2017-01-15 12:00:00,0.38,-3.20,23.26,19.56,335.44,9.05,337.50,13.55,5.31,0.83,107.67,7.70,-0.06,12.77,0.00,1.33,2.50,-38.40,0.75
2017-01-15 15:00:00,0.33,-3.20,25.13,18.58,335.31,9.23,337.50,13.26,5.48,0.89,122.12,7.77,-0.06,12.66,0.01,1.38,2.36,-38.40,0.75
2017-01-15 18:00:00,0.35,-3.20,26.25,14.91,335.55,9.65,337.50,13.59,5.72,0.98,109.87,7.80,-0.06,12.83,0.01,1.45,2.43,-38.40,0.75
2017-01-15 21:00:00,0.45,-3.20,26.63,12.40,336.16,9.95,337.50,14.11,5.78,1.06,84.14,7.81,-0.07,13.01,-0.01,1.52,2.69,-38.40,0.77
2017-01-16 00:00:00,0.39,-3.20,27.74,11.31,336.63,9.89,337.50,13.96,5.83,1.07,73.55,7.71,-0.06,12.75,-0.02,1.51,2.51,-38.40,0.75
2017-01-16 03:00:00,0.43,-3.20,27.57,12.42,336.82,9.70,337.50,13.53,5.72,1.06,74.45,7.68,-0.06,12.59,-0.02,1.51,2.63,-38.40,0.75
2017-01-16 06:00:00,0.29,-3.20,27.01,14.82,336.87,9.51,337.50,13.09,5.79,1.02,82.89,7.79,-0.06,12.51,-0.02,1.50,2.21,-38.40,0.77
2017-01-16 09:00:00,0.47,-3.20,27.56,19.07,336.99,9.22,337.50,12.71,5.53,0.98,87.02,7.85,-0.07,12.40,-0.01,1.50,2.72,-38.40,0.79
2017-01-16 12:00:00,0.57,-3.20,27.77,25.30,337.05,8.84,337.50,12.45,5.32,0.95,93.42,7.89,-0.08,12.34,-0.01,1.53,2.97,-38.40,0.79
2017-01-16 15:00:00,0.51,-3.20,357.79,29.65,332.43,8.61,349.30,12.33,5.26,0.82,100.94,16.81,-0.08,11.55,0.00,1.52,2.82,-38.40,0.41
2017-01-16 18:00:00,0.43,-3.20,356.62,30.83,332.81,8.66,352.50,12.43,5.34,0.80,97.68,16.79,-0.07,11.48,0.00,1.52,2.60,-38.40,0.45
2017-01-16 21:00:00,0.52,-3.20,350.32,31.43,331.82,8.66,352.50,12.48,5.26,0.68,83.04,15.78,-0.08,10.83,-0.01,1.51,2.84,-38.40,0.59
2017-01-17 00:00:00,0.60,-3.20,330.72,32.71,346.10,8.51,352.50,12.48,5.13,0.70,71.88,15.12,-0.08,13.56,-0.03,1.50,3.00,-38.40,0.52
2017-01-17 03:00:00,0.50,-3.20,15.12,34.96,344.01,8.37,352.50,12.28,5.15,0.80,72.91,9.36,-0.07,12.77,-0.03,1.48,2.80,-38.40,0.69
2017-01-17 06:00:00,0.47,-3.20,27.88,37.27,342.95,8.39,352.50,12.18,5.23,0.83,82.52,8.00,-0.07,12.43,-0.02,1.51,2.71,-38.40,0.79
2017-01-17 09:00:00,0.50,-3.20,344.03,40.45,28.20,8.24,352.50,11.85,5.19,0.81,94.51,12.33,-0.08,8.03,-0.01,1.51,2.82,-38.40,0.81
2017-01-17 12:00:00,0.33,-3.20,344.67,41.77,28.07,8.21,352.50,9.86,5.32,0.82,107.67,12.14,-0.07,7.96,0.00,1.50,2.36,-38.40,0.79
2017-01-17 15:00:00,0.54,-3.20,344.90,42.18,25.36,8.08,352.50,9.54,5.15,0.89,106.24,12.09,-0.08,7.26,0.01,1.50,2.93,-38.40,0.76
2017-01-17 18:00:00,0.79,-3.20,345.08,45.02,24.69,7.72,282.10,9.27,4.91,0.93,93.31,12.09,-0.09,7.26,0.00,1.54,3.43,-38.40,0.71
2017-01-17 21:00:00,0.71,-3.20,350.55,44.27,20.50,7.64,22.50,9.06,4.97,0.95,91.10,13.00,-0.09,7.80,-0.01,1.54,3.28,-38.40,0.66
2017-01-18 00:00:00,0.44,-3.20,352.31,41.01,19.43,7.71,19.30,8.85,5.11,0.97,83.01,12.98,-0.07,7.49,-0.01,1.50,2.62,-38.40,0.64
2017-01-18 03:00:00,0.56,-3.20,352.14,39.27,18.92,7.67,19.30,8.67,5.03,0.97,73.65,12.92,-0.08,7.37,-0.03,1.48,2.96,-38.40,0.60
2017-01-18 06:00:00,0.51,-3.20,351.77,40.21,19.01,7.58,7.50,8.49,5.01,0.96,85.46,12.69,-0.08,7.48,-0.02,1.48,2.81,-38.40,0.57
2017-01-18 09:00:00,0.38,-3.20,348.34,41.84,17.97,7.57,7.50,8.38,5.10,0.99,95.61,11.96,-0.07,6.75,-0.01,1.47,2.48,-38.40,0.51
2017-01-18 12:00:00,0.28,-3.20,348.07,43.15,17.88,7.60,7.50,8.27,5.21,0.98,100.04,11.89,-0.06,6.54,-0.01,1.46,2.20,-38.40,0.48
2017-01-18 15:00:00,0.40,-3.20,349.01,44.90,17.19,7.55,7.50,8.15,5.11,0.95,97.32,11.75,-0.07,6.56,-0.01,1.44,2.54,-38.40,0.46
2017-01-18 18:00:00,0.40,-3.20,349.77,46.08,17.66,7.64,7.50,8.10,5.13,0.94,93.82,11.83,-0.07,6.54,-0.01,1.45,2.53,-38.40,0.48
2017-01-18 21:00:00,0.37,-3.20,351.39,47.03,19.02,7.71,19.30,7.99,5.15,0.92,82.30,11.73,-0.07,6.45,-0.01,1.42,2.46,-38.40,0.46
2017-01-19 00:00:00,0.47,-3.20,15.17,48.13,17.88,7.67,22.50,7.90,5.03,0.88,73.07,17.05,-0.07,6.60,-0.02,1.41,2.73,-38.40,0.38
2017-01-19 03:00:00,0.50,-3.20,12.81,49.78,18.13,7.59,22.50,7.81,4.95,0.87,80.99,16.27,-0.07,6.34,-0.02,1.41,2.80,-38.40,0.42
2017-01-19 06:00:00,0.36,-3.20,13.13,50.37,16.58,7.65,22.50,7.76,5.04,0.78,93.14,16.28,-0.07,6.88,-0.01,1.40,2.43,-38.40,0.43
2017-01-19 09:00:00,0.47,-3.20,14.34,52.95,17.85,7.58,22.50,7.67,4.92,0.70,112.27,15.88,-0.07,6.23,0.01,1.40,2.72,-38.40,0.45
2017-01-19 12:00:00,0.44,-3.20,13.76,53.98,97.34,7.73,22.50,7.73,5.07,0.91,111.77,15.88,-0.07,5.84,0.01,1.45,2.64,-38.40,0.48
