time,VHM0_WW,latitude,VMDR_SW2,VMDR,VMDR_SW1,VTM10,VPED,VTPK,VTM02,VHM0_SW1,VMDR_WW,VTM01_SW2,VSDX,VTM01_SW1,VSDY,VHM0,VTM01_WW,longitude,VHM0_SW2
2017-07-13 18:00:00,0.81,-3.20,3.86,108.06,101.88,6.80,112.50,7.64,4.93,1.33,135.73,14.43,-0.08,6.91,0.06,1.65,3.55,-38.40,0.27
2017-07-13 21:00:00,0.76,-3.20,6.35,100.84,101.58,6.97,100.70,8.09,4.87,1.22,113.79,13.42,-0.09,7.18,0.04,1.54,3.41,-38.40,0.32
2017-07-14 00:00:00,0.89,-3.20,16.88,96.45,98.23,6.72,100.70,8.21,4.66,1.07,105.71,12.24,-0.10,7.54,0.02,1.49,3.61,-38.40,0.33
2017-07-14 03:00:00,1.29,-3.20,33.95,100.80,83.43,6.23,100.70,7.53,4.58,0.94,116.64,9.61,-0.11,6.73,0.06,1.68,4.33,-38.40,0.39
2017-07-14 06:00:00,1.41,-3.20,16.50,108.44,86.72,6.18,100.70,6.57,4.77,1.20,131.38,10.11,-0.10,6.56,0.09,1.92,4.46,-38.40,0.44
2017-07-14 09:00:00,1.47,-3.20,16.33,114.41,89.74,6.24,100.70,6.85,4.86,1.28,140.37,10.12,-0.09,6.69,0.11,2.00,4.53,-38.40,0.45
2017-07-14 12:00:00,1.27,-3.20,16.41,117.03,96.00,6.31,100.70,7.01,4.88,1.38,152.03,10.05,-0.07,6.72,0.11,1.93,4.24,-38.40,0.45
2017-07-14 15:00:00,1.10,-3.20,16.69,115.24,97.55,6.33,100.70,7.04,4.80,1.27,148.81,9.94,-0.07,6.77,0.09,1.75,4.03,-38.40,0.45
2017-07-14 18:00:00,0.92,-3.20,17.22,109.61,99.02,6.38,100.70,7.18,4.69,1.16,133.75,9.88,-0.08,6.83,0.07,1.58,3.73,-38.40,0.45
2017-07-14 21:00:00,0.73,-3.20,17.01,102.96,107.22,6.60,100.70,7.64,4.70,1.20,115.60,9.80,-0.09,6.46,0.04,1.48,3.34,-38.40,0.46
2017-07-15 00:00:00,0.85,-3.20,17.00,96.60,105.97,6.74,100.70,8.39,4.64,1.08,100.38,9.74,-0.10,7.18,0.02,1.45,3.52,-38.40,0.47
2017-07-15 03:00:00,1.06,-3.20,102.99,98.96,90.44,6.68,112.50,8.69,4.78,1.10,116.04,10.10,-0.11,6.86,0.04,1.66,3.97,-38.40,0.47
2017-07-15 06:00:00,1.27,-3.20,18.80,106.47,93.60,6.72,100.70,8.34,5.00,1.43,132.11,9.37,-0.10,7.10,0.09,1.97,4.31,-38.40,0.45
2017-07-15 09:00:00,1.39,-3.20,14.23,112.73,95.95,6.82,100.70,8.30,5.16,1.59,143.83,9.59,-0.08,7.35,0.11,2.17,4.38,-38.40,0.47
2017-07-15 12:00:00,1.21,-3.20,13.88,115.89,98.76,6.61,112.50,7.81,4.99,1.51,153.94,9.31,-0.06,7.07,0.11,1.98,4.09,-38.40,0.44
2017-07-15 15:00:00,1.06,-3.20,13.81,115.02,100.45,6.70,112.50,8.00,5.01,1.46,154.70,9.25,-0.06,7.10,0.10,1.87,3.93,-38.40,0.43
2017-07-15 18:00:00,1.00,-3.20,12.92,110.23,98.20,6.74,100.70,8.35,4.94,1.33,137.15,9.13,-0.08,7.37,0.07,1.75,3.88,-38.40,0.41
2017-07-15 21:00:00,1.13,-3.20,12.83,105.01,93.89,6.07,100.70,7.69,4.44,0.85,113.67,8.31,-0.10,7.89,0.05,1.48,4.12,-38.40,0.34
2017-07-16 00:00:00,1.29,-3.20,80.52,103.39,99.60,6.32,100.70,7.64,4.71,0.93,113.96,6.86,-0.11,8.66,0.05,1.70,4.33,-38.40,0.45
2017-07-16 03:00:00,1.19,-3.20,12.50,102.77,92.77,6.61,100.70,8.11,4.92,1.32,121.13,8.93,-0.11,7.28,0.06,1.82,4.19,-38.40,0.38
2017-07-16 06:00:00,1.47,-3.20,12.23,109.08,89.97,6.51,100.70,8.19,4.92,1.32,129.02,8.96,-0.10,7.32,0.09,2.01,4.52,-38.40,0.37
2017-07-16 09:00:00,1.54,-3.20,10.92,115.03,92.51,6.52,100.70,7.37,5.07,1.49,140.28,8.98,-0.09,7.28,0.12,2.17,4.59,-38.40,0.34
2017-07-16 12:00:00,1.37,-3.20,11.01,116.76,96.63,6.59,100.70,7.52,5.13,1.60,149.88,8.98,-0.07,7.22,0.11,2.13,4.39,-38.40,0.32
2017-07-16 15:00:00,1.31,-3.20,11.23,115.60,95.47,6.51,100.70,7.54,5.01,1.43,143.77,8.93,-0.08,7.29,0.10,1.98,4.34,-38.40,0.31
2017-07-16 18:00:00,1.31,-3.20,133.43,110.67,92.53,6.45,100.70,7.54,4.91,1.24,126.60,8.18,-0.10,7.56,0.07,1.86,4.41,-38.40,0.17
2017-07-16 21:00:00,0.94,-3.20,139.68,103.76,99.16,6.61,100.70,7.75,5.00,1.43,112.57,8.05,-0.10,7.21,0.04,1.78,3.76,-38.40,0.24
2017-07-17 00:00:00,0.87,-3.20,11.40,98.88,97.34,6.69,100.70,8.06,4.98,1.44,109.17,8.66,-0.10,7.01,0.03,1.72,3.61,-38.40,0.30
2017-07-17 03:00:00,1.39,-3.20,26.71,100.68,85.86,6.42,100.70,7.86,4.88,1.12,114.19,9.39,-0.12,7.62,0.05,1.87,4.54,-38.40,0.34
2017-07-17 06:00:00,1.53,-3.20,23.30,106.18,83.31,6.37,100.70,7.33,5.00,1.35,125.45,9.46,-0.12,6.93,0.08,2.08,4.71,-38.40,0.31
2017-07-17 09:00:00,1.35,-3.20,7.05,114.07,92.27,6.24,100.70,7.23,4.90,1.54,146.49,8.35,-0.08,6.75,0.11,2.06,4.30,-38.40,0.23
2017-07-17 12:00:00,1.37,-3.20,6.53,120.37,94.94,6.19,112.50,7.00,4.89,1.43,151.42,8.46,-0.07,6.92,0.12,1.99,4.34,-38.40,0.22
2017-07-17 15:00:00,1.27,-3.20,6.86,118.70,96.79,6.34,112.50,7.25,4.93,1.40,147.61,8.59,-0.07,7.11,0.10,1.91,4.29,-38.40,0.22
2017-07-17 18:00:00,0.90,-3.20,11.45,111.79,106.60,6.59,112.50,7.58,5.04,1.52,124.40,8.60,-0.09,6.95,0.06,1.80,3.72,-38.40,0.30
2017-07-17 21:00:00,0.67,-3.20,8.40,104.70,106.08,6.86,100.70,8.13,5.09,1.53,104.06,8.82,-0.09,6.82,0.03,1.68,3.17,-38.40,0.22
2017-07-18 00:00:00,0.58,-3.20,7.81,100.70,99.93,7.17,100.70,8.57,5.23,1.57,116.16,9.12,-0.09,6.89,0.02,1.69,3.04,-38.40,0.23
2017-07-18 03:00:00,0.47,-3.20,6.85,98.84,97.84,7.25,100.70,8.64,5.33,1.63,126.79,9.24,-0.08,6.76,0.03,1.71,2.72,-38.40,0.23
2017-07-18 06:00:00,0.87,-3.20,7.05,102.35,94.54,7.01,100.70,8.48,5.14,1.62,136.20,9.19,-0.09,7.14,0.07,1.85,3.58,-38.40,0.23
2017-07-18 09:00:00,0.86,-3.20,9.71,106.06,96.18,6.92,100.70,8.35,5.15,1.69,154.57,10.20,-0.06,7.00,0.09,1.91,3.51,-38.40,0.20
2017-07-18 12:00:00,0.82,-3.20,9.86,106.67,96.09,6.86,100.70,8.28,5.10,1.58,153.84,10.16,-0.06,7.04,0.08,1.80,3.50,-38.40,0.20
2017-07-18 15:00:00,0.73,-3.20,9.68,104.89,94.88,6.78,100.70,8.23,4.96,1.44,149.87,10.11,-0.06,6.94,0.07,1.64,3.34,-38.40,0.20
2017-07-18 18:00:00,0.74,-3.20,9.64,101.95,91.96,6.69,100.70,8.36,4.76,1.25,128.35,10.04,-0.08,7.18,0.05,1.49,3.36,-38.40,0.20
2017-07-18 21:00:00,0.89,-3.20,102.06,98.34,85.06,6.56,100.70,8.70,4.59,1.07,112.55,10.76,-0.10,7.45,0.04,1.46,3.61,-38.40,0.32
2017-07-19 00:00:00,0.86,-3.20,116.81,93.59,78.73,6.47,100.70,8.83,4.53,0.89,96.81,9.72,-0.10,7.09,0.01,1.41,3.57,-38.40,0.56
2017-07-19 03:00:00,0.85,-3.20,111.70,91.07,77.72,6.39,100.70,8.88,4.53,0.85,97.12,9.79,-0.10,7.46,0.01,1.42,3.54,-38.40,0.52
2017-07-19 06:00:00,0.94,-3.20,110.42,93.87,79.62,6.31,100.70,8.67,4.58,0.85,110.22,10.13,-0.10,7.58,0.03,1.51,3.77,-38.40,0.50
2017-07-19 09:00:00,0.97,-3.20,357.45,98.53,87.42,6.38,100.70,7.31,4.71,1.27,120.29,8.44,-0.10,6.81,0.05,1.62,3.84,-38.40,0.21
2017-07-19 12:00:00,0.98,-3.20,1.09,102.44,89.48,6.23,100.70,7.29,4.61,1.22,126.05,8.38,-0.09,6.74,0.06,1.58,3.82,-38.40,0.22
2017-07-19 15:00:00,0.92,-3.20,2.50,104.91,92.46,6.28,100.70,7.25,4.69,1.27,131.82,8.28,-0.08,6.73,0.06,1.59,3.74,-38.40,0.21
2017-07-19 18:00:00,0.99,-3.20,149.71,104.02,91.54,6.24,100.70,7.20,4.62,1.15,120.10,6.22,-0.09,7.12,0.05,1.55,3.87,-38.40,0.12
2017-07-19 21:00:00,1.16,-3.20,145.92,101.73,86.71,6.04,100.70,6.87,4.47,0.93,110.85,6.84,-0.11,7.54,0.04,1.52,4.15,-38.40,0.10
2017-07-20 00:00:00,1.16,-3.20,121.38,96.09,85.57,5.90,100.70,5.97,4.39,0.75,96.45,6.84,-0.11,8.06,0.01,1.49,4.10,-38.40,0.24
2017-07-20 03:00:00,1.01,-3.20,117.92,91.74,86.18,5.84,100.70,5.60,4.33,0.52,95.71,9.09,-0.11,7.09,0.01,1.41,3.85,-38.40,0.31
2017-07-20 06:00:00,0.87,-3.20,107.11,92.15,67.68,5.79,100.70,6.12,4.24,0.66,112.91,6.40,-0.10,5.60,0.03,1.34,3.64,-38.40,0.38
2017-07-20 09:00:00,0.79,-3.20,82.04,92.47,69.18,5.64,100.70,5.89,4.08,0.46,115.52,6.76,-0.09,5.26,0.03,1.22,3.44,-38.40,0.43
2017-07-20 12:00:00,0.74,-3.20,94.71,91.97,76.02,5.63,100.70,5.83,4.07,0.63,112.27,8.58,-0.09,5.58,0.03,1.19,3.35,-38.40,0.51
2017-07-20 15:00:00,0.69,-3.20,88.07,92.21,76.69,5.64,100.70,8.26,4.03,0.66,120.59,8.62,-0.08,5.45,0.03,1.16,3.23,-38.40,0.43
2017-07-20 18:00:00,0.59,-3.20,103.21,91.94,91.09,5.74,100.70,8.30,4.05,0.49,125.20,10.27,-0.07,8.14,0.03,1.12,3.02,-38.40,0.26
2017-07-20 21:00:00,0.58,-3.20,78.78,89.96,99.89,5.90,100.70,8.50,4.08,0.49,114.94,8.10,-0.07,9.15,0.03,1.10,3.00,-38.40,0.27
2017-07-21 00:00:00,0.49,-3.20,88.58,86.38,82.45,6.08,100.70,8.62,4.12,0.76,100.91,9.92,-0.07,5.50,0.01,1.06,2.77,-38.40,0.39
2017-07-21 03:00:00,0.54,-3.20,90.46,84.41,76.52,6.21,100.70,8.80,4.13,0.73,104.39,9.73,-0.07,5.52,0.01,1.07,2.91,-38.40,0.42
2017-07-21 06:00:00,0.60,-3.20,90.74,87.16,75.91,6.13,100.70,8.82,4.09,0.76,117.76,9.80,-0.08,5.34,0.03,1.11,3.02,-38.40,0.43
2017-07-21 09:00:00,0.75,-3.20,98.11,91.78,85.22,6.00,112.50,8.83,4.09,0.52,118.47,9.89,-0.08,7.30,0.04,1.20,3.31,-38.40,0.48
2017-07-21 12:00:00,0.61,-3.20,106.11,93.99,78.20,6.09,112.50,8.83,4.18,0.78,138.42,9.96,-0.07,4.72,0.05,1.22,3.02,-38.40,0.52
2017-07-21 15:00:00,0.64,-3.20,93.06,97.17,76.10,6.15,112.50,8.87,4.18,0.72,143.68,8.95,-0.06,5.14,0.06,1.22,3.05,-38.40,0.55
2017-07-21 18:00:00,0.82,-3.20,70.46,100.34,98.10,6.05,112.50,8.99,4.16,0.67,129.14,4.85,-0.07,8.72,0.06,1.27,3.42,-38.40,0.57
2017-07-21 21:00:00,0.91,-3.20,100.50,101.28,74.61,5.95,112.50,5.73,4.19,0.62,124.78,9.81,-0.08,5.88,0.06,1.32,3.60,-38.40,0.52
2017-07-22 00:00:00,0.98,-3.20,107.10,103.06,74.30,5.92,112.50,5.12,4.28,0.71,127.93,10.03,-0.09,5.29,0.06,1.42,3.71,-38.40,0.53
2017-07-22 03:00:00,1.01,-3.20,106.89,103.91,79.51,6.00,112.50,5.76,4.43,0.88,130.30,9.91,-0.08,5.71,0.07,1.51,3.83,-38.40,0.55
2017-07-22 06:00:00,0.92,-3.20,90.92,102.80,87.68,6.17,100.70,6.45,4.59,1.07,131.49,9.75,-0.08,6.08,0.06,1.55,3.69,-38.40,0.51
2017-07-22 09:00:00,0.83,-3.20,16.50,102.01,93.09,6.30,100.70,7.08,4.67,1.27,134.53,9.12,-0.08,6.53,0.06,1.57,3.52,-38.40,0.33
2017-07-22 12:00:00,0.94,-3.20,21.55,104.78,94.33,6.26,100.70,7.52,4.61,1.16,138.82,8.93,-0.08,7.00,0.08,1.59,3.66,-38.40,0.46
2017-07-22 15:00:00,1.10,-3.20,14.75,107.42,92.71,6.17,100.70,7.66,4.61,1.10,133.18,9.24,-0.08,7.30,0.08,1.65,3.94,-38.40,0.41
2017-07-22 18:00:00,1.16,-3.20,22.07,105.45,86.07,6.20,100.70,6.89,4.66,1.03,123.51,9.04,-0.10,6.91,0.06,1.65,4.14,-38.40,0.44
2017-07-22 21:00:00,0.99,-3.20,139.25,101.12,88.14,6.39,100.70,7.55,4.72,1.11,117.70,8.53,-0.10,6.89,0.05,1.61,3.87,-38.40,0.28
2017-07-23 00:00:00,1.03,-3.20,134.54,97.39,89.12,6.41,100.70,8.20,4.65,1.09,108.20,8.64,-0.10,7.48,0.03,1.56,3.94,-38.40,0.19
2017-07-23 03:00:00,1.31,-3.20,62.42,97.15,95.98,6.24,100.70,6.55,4.62,0.75,107.98,5.89,-0.12,9.51,0.04,1.67,4.34,-38.40,0.61
2017-07-23 06:00:00,1.20,-3.20,15.24,97.97,83.14,6.27,97.50,6.32,4.72,1.18,116.65,9.36,-0.11,7.01,0.05,1.72,4.19,-38.40,0.30
2017-07-23 09:00:00,1.14,-3.20,6.95,99.21,81.62,6.06,97.50,6.29,4.56,1.09,119.23,9.09,-0.10,6.76,0.05,1.61,4.10,-38.40,0.30
2017-07-23 12:00:00,1.10,-3.20,16.37,100.08,82.87,6.05,97.50,6.22,4.59,1.14,122.23,9.32,-0.10,6.70,0.06,1.63,4.01,-38.40,0.27
2017-07-23 15:00:00,0.99,-3.20,6.88,99.40,83.71,6.05,97.50,6.18,4.53,1.13,125.66,9.38,-0.09,6.53,0.06,1.55,3.84,-38.40,0.33
2017-07-23 18:00:00,1.03,-3.20,6.24,99.05,81.76,6.00,100.70,6.08,4.46,1.04,121.52,8.94,-0.10,6.72,0.05,1.51,3.88,-38.40,0.31
2017-07-23 21:00:00,1.08,-3.20,102.12,97.78,65.27,5.98,97.50,5.96,4.44,0.71,116.46,8.80,-0.10,5.67,0.05,1.51,3.99,-38.40,0.39
2017-07-24 00:00:00,1.01,-3.20,105.71,94.97,75.32,5.98,97.50,5.95,4.44,0.88,110.97,8.81,-0.10,6.54,0.03,1.47,3.90,-38.40,0.43
2017-07-24 03:00:00,1.12,-3.20,16.11,95.22,80.62,5.87,97.50,5.77,4.38,0.89,110.59,9.00,-0.11,7.12,0.04,1.49,4.02,-38.40,0.36
2017-07-24 06:00:00,1.23,-3.20,18.02,98.70,77.61,5.80,97.50,5.70,4.41,0.86,115.01,9.00,-0.11,6.94,0.05,1.57,4.19,-38.40,0.38
2017-07-24 09:00:00,1.15,-3.20,100.88,100.21,69.80,5.88,97.50,5.91,4.49,0.82,120.10,9.29,-0.10,5.67,0.05,1.58,4.12,-38.40,0.60
2017-07-24 12:00:00,1.30,-3.20,70.66,107.18,83.85,5.76,100.70,5.83,4.44,0.70,127.02,6.67,-0.10,7.53,0.08,1.66,4.25,-38.40,0.63
2017-07-24 15:00:00,1.33,-3.20,8.55,110.83,85.13,5.86,100.70,6.10,4.59,1.05,131.34,8.96,-0.09,6.60,0.09,1.73,4.34,-38.40,0.35
2017-07-24 18:00:00,1.34,-3.20,8.77,109.08,86.59,5.97,100.70,6.37,4.66,1.01,124.78,8.88,-0.10,6.96,0.07,1.73,4.43,-38.40,0.35
2017-07-24 21:00:00,1.14,-3.20,144.96,104.13,91.55,6.04,100.70,6.66,4.63,1.05,115.15,6.44,-0.10,7.09,0.05,1.63,4.14,-38.40,0.20
2017-07-25 00:00:00,1.34,-3.20,64.81,100.38,97.16,5.83,97.50,6.55,4.49,0.68,106.67,6.87,-0.12,8.55,0.03,1.62,4.39,-38.40,0.41
2017-07-25 03:00:00,1.66,-3.20,105.97,102.28,74.85,6.02,100.70,6.68,4.77,0.51,109.79,9.56,-0.13,8.25,0.05,1.89,4.89,-38.40,0.46
2017-07-25 06:00:00,1.68,-3.20,68.49,106.72,89.96,6.18,100.70,6.96,4.92,0.83,119.88,5.51,-0.12,8.57,0.08,2.03,4.92,-38.40,0.72
2017-07-25 09:00:00,1.48,-3.20,16.34,112.65,89.64,6.18,100.70,7.09,4.91,1.36,135.26,8.81,-0.10,6.83,0.10,2.03,4.57,-38.40,0.27
2017-07-25 12:00:00,1.44,-3.20,16.34,118.77,93.96,6.11,100.70,7.06,4.84,1.34,143.93,8.84,-0.08,6.90,0.11,1.99,4.43,-38.40,0.25
2017-07-25 15:00:00,1.36,-3.20,206.26,118.81,95.20,6.12,100.70,7.07,4.83,1.25,140.43,5.08,-0.08,7.06,0.10,1.88,4.42,-38.40,0.14
2017-07-25 18:00:00,1.08,-3.20,153.95,112.22,99.34,6.17,100.70,7.25,4.78,1.20,119.22,6.16,-0.10,7.32,0.06,1.71,4.05,-38.40,0.25
2017-07-25 21:00:00,0.95,-3.20,137.98,105.52,101.57,6.12,100.70,7.39,4.61,1.13,110.26,8.09,-0.10,7.22,0.03,1.54,3.79,-38.40,0.19
2017-07-26 00:00:00,1.27,-3.20,133.92,103.01,94.03,5.89,100.70,7.51,4.44,0.76,108.89,7.52,-0.11,8.38,0.04,1.55,4.32,-38.40,0.15
2017-07-26 03:00:00,1.41,-3.20,67.04,104.42,95.00,5.89,100.70,6.75,4.59,0.76,115.13,5.21,-0.12,8.50,0.06,1.72,4.51,-38.40,0.60
2017-07-26 06:00:00,1.42,-3.20,6.05,109.12,85.83,5.97,97.50,6.95,4.71,1.20,127.69,9.01,-0.11,6.62,0.09,1.87,4.50,-38.40,0.20
2017-07-26 09:00:00,1.36,-3.20,4.33,115.13,92.04,6.02,100.70,7.06,4.77,1.36,141.24,8.97,-0.09,6.70,0.11,1.93,4.32,-38.40,0.18
2017-07-26 12:00:00,1.36,-3.20,350.70,118.94,93.92,6.07,100.70,7.18,4.81,1.32,144.74,8.89,-0.08,6.85,0.11,1.91,4.38,-38.40,0.15
2017-07-26 15:00:00,1.17,-3.20,206.37,117.91,98.21,6.11,100.70,7.27,4.80,1.34,145.38,5.11,-0.07,6.85,0.09,1.80,4.13,-38.40,0.13
2017-07-26 18:00:00,1.03,-3.20,175.74,113.46,98.62,6.08,100.70,7.34,4.68,1.21,128.97,5.71,-0.09,6.99,0.07,1.63,3.95,-38.40,0.18
2017-07-26 21:00:00,0.87,-3.20,158.16,108.45,99.99,6.06,100.70,7.39,4.56,1.15,116.31,5.55,-0.09,6.96,0.04,1.50,3.61,-38.40,0.22
2017-07-27 00:00:00,1.09,-3.20,148.48,104.07,99.70,5.89,100.70,7.31,4.41,0.91,106.55,5.98,-0.11,7.75,0.03,1.47,4.00,-38.40,0.18
2017-07-27 03:00:00,1.40,-3.20,84.53,104.50,96.29,5.90,100.70,6.57,4.56,0.69,111.67,8.79,-0.12,8.56,0.05,1.68,4.53,-38.40,0.35
2017-07-27 06:00:00,1.20,-3.20,0.92,107.56,92.25,6.18,100.70,7.14,4.81,1.38,129.63,9.40,-0.10,6.67,0.07,1.83,4.23,-38.40,0.15
2017-07-27 09:00:00,1.01,-3.20,3.64,111.13,97.32,6.30,100.70,7.46,4.84,1.50,146.07,9.50,-0.08,6.65,0.09,1.82,3.83,-38.40,0.14
2017-07-27 12:00:00,0.89,-3.20,358.55,114.32,98.88,6.05,100.70,7.27,4.60,1.34,156.41,8.97,-0.06,6.41,0.09,1.62,3.55,-38.40,0.14
2017-07-27 15:00:00,0.80,-3.20,192.10,115.01,97.14,5.85,100.70,6.80,4.41,1.13,152.31,5.39,-0.06,6.31,0.08,1.43,3.46,-38.40,0.21
2017-07-27 18:00:00,0.68,-3.20,6.47,108.52,108.34,5.80,100.70,6.43,4.27,1.07,113.26,9.61,-0.08,5.91,0.04,1.29,3.26,-38.40,0.18
2017-07-27 21:00:00,0.70,-3.20,158.50,101.47,96.50,5.80,100.70,6.54,4.16,0.91,107.61,8.92,-0.09,6.43,0.03,1.20,3.27,-38.40,0.28
2017-07-28 00:00:00,0.72,-3.20,122.51,96.82,94.74,5.78,97.50,7.45,4.10,0.85,101.16,8.78,-0.09,6.69,0.02,1.17,3.29,-38.40,0.17
2017-07-28 03:00:00,0.86,-3.20,67.58,95.29,92.69,5.68,97.50,5.81,4.12,0.78,103.90,5.01,-0.10,7.22,0.02,1.24,3.59,-38.40,0.28
2017-07-28 06:00:00,1.13,-3.20,73.78,97.93,100.99,5.58,100.70,5.69,4.21,0.55,108.89,6.84,-0.11,8.65,0.03,1.42,4.05,-38.40,0.43
2017-07-28 09:00:00,1.27,-3.20,94.57,105.35,74.84,5.59,100.70,5.91,4.35,0.78,122.21,8.51,-0.10,6.01,0.07,1.60,4.25,-38.40,0.52
2017-07-28 12:00:00,1.03,-3.20,116.59,108.39,88.57,5.72,100.70,6.08,4.46,1.13,136.91,11.08,-0.08,5.93,0.07,1.58,3.93,-38.40,0.25
2017-07-28 15:00:00,0.90,-3.20,107.39,108.93,89.92,5.70,100.70,5.94,4.32,1.01,139.92,10.62,-0.08,5.69,0.07,1.44,3.65,-38.40,0.36
2017-07-28 18:00:00,1.28,-3.20,107.95,112.07,69.28,5.50,112.50,5.31,4.21,0.53,123.77,10.44,-0.10,5.39,0.07,1.51,4.17,-38.40,0.39
2017-07-28 21:00:00,1.54,-3.20,80.37,111.35,94.70,5.79,112.50,5.77,4.51,0.49,120.17,10.03,-0.12,9.42,0.07,1.75,4.56,-38.40,0.43
2017-07-29 00:00:00,1.48,-3.20,101.83,109.97,71.17,6.01,100.70,6.01,4.64,0.70,123.17,9.94,-0.11,5.73,0.07,1.79,4.56,-38.40,0.34
2017-07-29 03:00:00,1.62,-3.20,98.65,115.58,73.84,5.99,100.70,6.11,4.69,0.77,130.01,10.03,-0.10,5.80,0.10,1.92,4.67,-38.40,0.34
2017-07-29 06:00:00,1.43,-3.20,104.69,115.59,86.64,6.15,100.70,6.39,4.81,1.09,137.45,10.74,-0.09,6.28,0.10,1.90,4.54,-38.40,0.52
2017-07-29 09:00:00,1.33,-3.20,24.39,116.57,91.77,6.12,100.70,6.52,4.74,1.23,142.62,10.38,-0.08,6.69,0.10,1.86,4.33,-38.40,0.35
2017-07-29 12:00:00,1.24,-3.20,9.49,117.27,94.83,6.14,100.70,6.56,4.74,1.30,146.90,8.77,-0.07,6.80,0.10,1.82,4.17,-38.40,0.30
2017-07-29 15:00:00,1.38,-3.20,9.57,116.33,91.55,6.12,100.70,6.48,4.73,1.16,135.91,8.89,-0.09,7.13,0.10,1.83,4.40,-38.40,0.27
2017-07-29 18:00:00,1.60,-3.20,89.64,109.81,95.60,6.18,100.70,6.61,4.82,0.77,115.19,7.82,-0.12,9.16,0.06,1.89,4.84,-38.40,0.28
2017-07-29 21:00:00,1.54,-3.20,84.50,105.50,95.99,6.18,100.70,6.80,4.79,0.77,112.63,6.50,-0.12,9.16,0.05,1.85,4.74,-38.40,0.50
2017-07-30 00:00:00,1.71,-3.20,75.88,103.92,97.25,6.29,97.50,7.10,4.93,0.77,109.76,7.48,-0.13,9.38,0.05,1.99,4.97,-38.40,0.40
2017-07-30 03:00:00,2.01,-3.20,88.92,105.31,74.19,6.52,97.50,7.44,5.20,0.79,112.91,9.75,-0.14,7.16,0.07,2.29,5.35,-38.40,0.69
2017-07-30 06:00:00,2.05,-3.20,5.14,111.02,82.23,6.63,97.50,7.62,5.31,1.36,124.71,8.86,-0.13,7.32,0.11,2.47,5.36,-38.40,0.20
2017-07-30 09:00:00,1.77,-3.20,4.33,116.87,90.46,6.56,100.70,7.61,5.24,1.56,139.36,9.19,-0.10,7.29,0.12,2.38,4.97,-38.40,0.20
2017-07-30 12:00:00,1.62,-3.20,19.53,119.94,93.66,6.43,100.70,7.47,5.13,1.43,144.72,9.70,-0.08,7.13,0.12,2.21,4.76,-38.40,0.33
2017-07-30 15:00:00,1.68,-3.20,206.29,119.07,89.92,6.27,100.70,7.25,4.99,1.20,134.50,5.18,-0.10,7.40,0.11,2.09,4.86,-38.40,0.18
2017-07-30 18:00:00,1.65,-3.20,87.70,110.84,95.21,6.36,100.70,7.32,5.00,0.86,114.30,6.99,-0.12,8.95,0.06,2.00,4.97,-38.40,0.41
2017-07-30 21:00:00,1.56,-3.20,86.00,104.68,99.64,6.43,100.70,7.57,4.95,0.95,108.57,7.24,-0.13,9.02,0.04,1.93,4.80,-38.40,0.38
2017-07-31 00:00:00,1.85,-3.20,85.58,102.66,95.07,6.47,100.70,7.39,5.03,0.68,106.67,10.05,-0.14,10.01,0.04,2.08,5.16,-38.40,0.36
2017-07-31 03:00:00,1.95,-3.20,79.26,103.53,90.48,6.68,100.70,7.47,5.27,0.78,111.48,9.17,-0.14,9.25,0.06,2.28,5.35,-38.40,0.63
2017-07-31 06:00:00,1.93,-3.20,79.59,108.09,89.32,6.69,100.70,7.55,5.29,1.06,121.83,10.28,-0.13,8.90,0.09,2.38,5.27,-38.40,0.83
2017-07-31 09:00:00,1.57,-3.20,9.55,111.73,91.30,6.70,100.70,7.54,5.28,1.66,137.52,10.34,-0.10,7.31,0.10,2.30,4.75,-38.40,0.23
2017-07-31 12:00:00,1.33,-3.20,10.60,114.72,94.05,6.45,100.70,7.32,5.02,1.55,147.10,10.01,-0.08,7.03,0.11,2.06,4.33,-38.40,0.23
2017-07-31 15:00:00,1.39,-3.20,210.38,115.39,91.69,6.29,100.70,6.90,4.89,1.29,137.11,4.79,-0.09,7.21,0.09,1.92,4.47,-38.40,0.19
2017-07-31 18:00:00,1.44,-3.20,191.60,112.41,90.10,6.22,100.70,6.69,4.81,1.14,126.71,5.51,-0.10,7.38,0.08,1.86,4.55,-38.40,0.13
2017-07-31 21:00:00,1.10,-3.20,162.65,106.40,92.88,5.88,100.70,6.30,4.47,0.97,115.08,5.83,-0.10,7.05,0.05,1.51,4.09,-38.40,0.15
2017-08-01 00:00:00,1.13,-3.20,144.25,102.11,93.88,6.10,100.70,6.46,4.56,1.02,107.95,6.44,-0.11,7.53,0.03,1.57,4.09,-38.40,0.15
2017-08-01 03:00:00,1.44,-3.20,79.92,99.51,98.71,6.14,100.70,6.25,4.62,0.62,104.47,7.96,-0.13,9.51,0.03,1.72,4.55,-38.40,0.33
2017-08-01 06:00:00,1.41,-3.20,91.82,102.29,72.95,6.24,100.70,6.35,4.75,0.78,114.04,8.89,-0.12,6.30,0.05,1.82,4.52,-38.40,0.65
2017-08-01 09:00:00,1.41,-3.20,112.35,106.84,79.28,6.29,100.70,6.39,4.79,1.05,123.67,11.30,-0.11,6.33,0.08,1.88,4.50,-38.40,0.46
