Datetime,Lat,Lon,Battery,bHead,Wspd,Wdir,Gust,Atmp,Pres,Dewp,Humi,Wtmp,Cvel1,Cdir1,Cvel2,Cdir2,Cvel3,Cdir3,Wvht,Wmax,Dpd,Mwd,Spread
2017-02-12 06:00:00,-3.21,-38.43,12.57,259.56,2.11,88.67,2.87,22.97,1007.79,22.97,79.90,28.27,221.98,276.33,271.61,273.44,270.88,273.78,1.75,2.90,9.47,15.67,33.54
2017-02-12 09:00:00,-3.21,-38.43,12.98,223.67,5.68,134.11,7.14,23.21,1009.29,23.21,80.42,28.29,231.68,299.67,247.43,301.11,245.73,300.56,1.78,2.81,9.96,21.89,33.61
2017-02-12 12:00:00,-3.21,-38.43,13.54,188.33,8.38,127.78,9.96,23.72,1010.25,23.72,83.29,28.30,297.27,289.44,317.40,291.78,308.42,291.44,1.73,2.80,9.89,35.56,34.86
2017-02-12 15:00:00,-3.21,-38.43,13.62,195.89,8.98,138.33,10.60,23.57,1008.71,23.57,83.13,28.31,257.30,282.78,290.06,278.33,280.42,277.67,1.83,2.97,9.89,42.22,35.80
2017-02-12 18:00:00,-3.21,-38.43,13.53,184.89,10.23,129.56,12.20,23.44,1007.33,23.44,83.16,28.29,376.65,270.44,404.48,268.89,398.49,268.22,1.97,3.37,9.31,60.89,37.13
2017-02-12 21:00:00,-3.21,-38.43,12.82,175.00,9.53,110.11,11.43,22.28,1008.33,22.28,76.07,28.25,425.51,287.33,456.28,289.78,455.94,290.44,1.92,3.11,9.20,57.11,37.49
2017-02-13 00:00:00,-3.21,-38.43,12.65,171.67,8.98,102.56,10.49,22.66,1009.31,22.66,75.71,28.23,455.69,289.78,494.72,293.44,487.41,293.67,1.80,2.85,9.12,54.11,35.67
2017-02-13 03:00:00,-3.21,-38.43,12.60,156.89,6.67,91.56,7.81,23.16,1008.36,23.16,78.18,28.19,524.31,272.00,598.44,276.89,603.71,275.78,1.65,2.63,9.36,41.33,33.96
2017-02-13 06:00:00,-3.21,-38.43,12.55,162.78,6.70,105.89,7.97,22.82,1007.61,22.82,76.38,28.18,531.46,270.33,597.39,275.33,601.55,274.44,1.67,2.64,9.44,42.89,34.18
2017-02-13 09:00:00,-3.21,-38.43,13.24,176.89,6.49,120.44,7.71,23.04,1008.81,23.04,75.61,28.18,590.65,284.33,632.51,288.11,633.52,287.00,1.64,2.66,9.60,39.78,34.20
2017-02-13 12:00:00,-3.21,-38.43,13.58,194.67,6.51,139.22,7.96,23.06,1010.02,23.06,78.68,28.24,492.17,301.44,516.94,304.67,498.24,303.89,1.58,2.60,9.89,37.67,34.59
2017-02-13 15:00:00,-3.21,-38.43,13.56,188.22,8.92,138.11,10.91,23.46,1009.20,23.46,-1040.22,28.29,561.33,285.33,605.34,287.22,575.34,285.67,1.51,2.49,9.28,41.78,34.88
2017-02-13 18:00:00,-3.21,-38.43,13.11,178.33,9.19,129.44,10.99,23.48,1008.81,23.48,-2154.57,28.24,679.09,273.44,728.57,274.22,688.09,273.89,1.72,2.56,9.33,51.11,35.62
2017-02-13 21:00:00,-3.21,-38.43,12.71,173.56,8.23,110.89,9.60,22.60,1009.33,22.60,81.66,28.16,786.06,283.89,877.19,286.22,863.05,286.89,1.81,2.85,10.96,47.22,34.40
2017-02-14 00:00:00,-3.21,-38.43,12.64,176.89,8.83,113.67,10.41,24.06,1010.02,24.06,81.42,28.14,716.44,286.22,800.03,291.56,805.02,292.22,1.63,2.56,10.51,45.89,34.91
2017-02-14 03:00:00,-3.21,-38.43,12.59,174.56,9.76,118.44,11.77,24.36,1008.62,24.36,80.66,28.15,638.56,273.44,709.79,278.44,704.88,279.00,1.53,2.45,10.59,48.56,34.08
2017-02-14 06:00:00,-3.21,-38.43,12.54,181.11,8.83,124.89,11.03,24.39,1008.14,24.39,81.24,28.15,478.00,280.89,518.23,283.11,515.72,283.00,1.72,2.57,9.40,61.44,34.20
2017-02-14 09:00:00,-3.21,-38.43,12.99,182.89,9.37,122.78,11.69,24.51,1010.05,24.51,80.43,28.15,566.69,290.56,596.75,291.44,600.49,291.33,1.85,3.07,7.81,65.44,34.33
2017-02-14 12:00:00,-3.21,-38.43,13.58,190.67,8.70,131.22,11.70,24.72,1011.78,24.72,82.49,28.18,573.78,294.56,599.69,296.44,597.06,297.00,1.86,3.19,6.70,67.44,35.29
2017-02-14 15:00:00,-3.21,-38.43,13.60,193.56,9.52,137.22,11.48,24.41,1010.79,24.41,79.11,28.24,477.90,294.00,506.82,293.56,481.97,292.56,1.90,2.91,9.17,70.11,35.66
2017-02-14 18:00:00,-3.21,-38.43,13.51,178.22,8.09,118.22,9.59,24.54,1009.98,24.54,80.26,28.23,485.16,285.44,515.94,285.22,506.06,286.22,1.76,3.09,10.82,64.89,34.96
2017-02-14 21:00:00,-3.21,-38.43,12.82,166.44,8.33,96.44,9.82,24.48,1010.99,24.48,79.93,28.19,522.22,286.11,572.76,290.33,576.72,290.22,1.75,2.64,12.40,55.33,34.33
2017-02-15 00:00:00,-3.21,-38.43,12.64,172.56,9.37,104.78,11.09,24.56,1012.34,24.56,80.08,28.17,523.54,290.44,568.51,295.67,562.00,296.22,1.74,2.77,10.48,54.89,33.74
2017-02-15 03:00:00,-3.21,-38.43,12.60,173.78,10.96,109.89,13.26,24.52,1011.64,24.52,80.58,28.17,402.33,287.22,414.17,288.33,406.49,288.89,1.93,2.93,9.06,61.89,33.08
2017-02-15 06:00:00,-3.21,-38.43,12.55,172.22,10.79,110.67,12.64,24.39,1011.06,24.39,80.28,28.14,451.31,282.56,488.33,283.22,492.56,283.00,1.97,2.93,7.52,67.11,32.91
2017-02-15 09:00:00,-3.21,-38.43,13.12,183.78,10.26,123.00,12.10,23.99,1011.58,23.99,78.39,28.12,484.43,291.33,521.31,293.00,510.43,292.44,2.05,3.12,9.89,64.22,34.67
2017-02-15 12:00:00,-3.21,-38.43,13.56,195.89,11.69,130.44,14.23,23.70,1011.54,23.70,77.00,28.14,482.25,309.56,514.63,312.22,507.23,312.11,2.17,3.62,7.11,76.78,33.92
2017-02-15 15:00:00,-3.21,-38.43,13.61,188.56,11.70,125.67,14.10,23.51,1010.40,23.51,76.03,28.18,411.97,294.67,415.36,297.11,419.08,297.56,2.16,3.60,9.58,84.22,33.92
2017-02-15 18:00:00,-3.21,-38.43,13.52,167.11,10.61,104.67,12.57,23.58,1010.08,23.58,75.93,28.18,468.61,276.00,476.68,278.89,481.40,280.11,2.00,3.18,14.67,73.89,33.73
2017-02-15 21:00:00,-3.21,-38.43,12.80,164.56,10.66,95.78,12.67,23.78,1011.11,23.78,76.33,28.16,489.57,281.44,529.40,287.44,523.05,287.56,1.94,3.27,11.66,65.33,31.92
2017-02-16 00:00:00,-3.21,-38.43,12.63,169.00,11.06,95.22,13.28,24.03,1011.21,24.03,77.68,28.13,480.01,296.67,495.49,300.22,517.35,301.00,2.25,3.80,9.14,68.78,30.76
2017-02-16 03:00:00,-3.21,-38.43,12.59,176.11,9.82,107.11,12.21,23.77,1010.82,23.77,76.57,28.11,412.05,292.44,420.27,295.89,436.12,295.56,2.28,3.62,13.57,63.89,31.57
2017-02-16 06:00:00,-3.21,-38.43,12.54,174.56,9.84,113.67,11.70,23.41,1010.77,23.41,75.34,28.09,350.22,275.67,380.74,275.89,376.90,276.44,2.22,3.39,8.89,71.11,31.88
2017-02-16 09:00:00,-3.21,-38.43,13.05,181.33,9.29,121.00,11.33,23.41,1011.99,23.41,75.43,28.07,379.09,279.67,423.13,284.11,427.60,285.33,2.21,3.41,9.30,71.00,32.79
2017-02-16 12:00:00,-3.21,-38.43,13.57,191.67,8.39,128.89,10.14,23.24,1012.81,23.24,74.53,28.12,429.92,297.11,461.68,299.78,460.70,302.22,2.09,3.29,10.48,63.22,34.46
2017-02-16 15:00:00,-3.21,-38.43,13.59,195.89,6.61,131.11,8.06,23.06,1011.61,23.06,74.07,28.20,341.77,304.89,360.98,314.00,351.50,311.89,2.01,3.12,13.30,54.89,32.79
2017-02-16 18:00:00,-3.21,-38.43,13.51,174.89,6.03,104.78,7.21,23.26,1010.56,23.26,74.93,28.26,323.54,294.33,355.04,299.89,339.82,299.56,1.85,3.13,13.21,41.22,32.22
2017-02-16 21:00:00,-3.21,-38.43,12.84,159.67,6.84,88.22,8.08,23.67,1011.14,23.67,78.13,28.17,318.08,286.44,354.15,289.56,342.23,289.78,1.79,2.75,12.69,32.11,32.78
2017-02-17 00:00:00,-3.21,-38.43,12.64,153.78,7.49,75.00,9.00,24.01,1011.30,24.01,79.97,28.14,327.26,296.22,397.88,299.78,402.22,302.00,1.81,2.83,12.70,21.89,31.62
2017-02-17 03:00:00,-3.21,-38.43,12.59,152.33,6.69,80.00,8.00,24.04,1010.59,24.04,80.34,28.11,241.05,313.00,295.31,311.00,308.10,311.33,1.64,2.62,12.61,20.56,33.11
2017-02-17 06:00:00,-3.21,-38.43,12.57,155.78,5.82,89.33,7.40,23.58,1010.18,23.58,81.71,28.09,123.49,294.56,150.11,304.33,145.93,302.11,1.65,2.56,11.80,28.33,32.56
2017-02-17 09:00:00,-3.21,-38.43,13.14,156.33,6.02,87.56,7.51,23.43,1010.94,23.43,79.60,28.08,167.21,292.33,191.01,296.44,178.71,295.00,1.65,2.53,11.96,34.78,33.53
2017-02-17 12:00:00,-3.21,-38.43,13.59,182.44,7.11,111.78,9.10,23.76,1011.73,23.76,84.34,28.15,275.32,296.44,296.32,303.44,291.18,303.11,1.74,2.78,9.30,33.67,34.40
2017-02-17 15:00:00,-3.21,-38.43,13.60,166.67,4.58,64.00,6.10,23.44,1011.16,23.44,87.47,28.25,238.92,298.22,284.74,307.44,273.43,307.33,1.74,2.61,9.29,34.33,34.56
2017-02-17 18:00:00,-3.21,-38.43,13.06,118.11,5.69,36.78,7.16,23.67,1010.89,23.67,91.13,28.21,213.58,292.11,229.39,299.22,227.30,302.67,1.66,2.53,8.82,31.11,33.53
2017-02-17 21:00:00,-3.21,-38.43,12.66,97.78,8.82,25.67,10.58,23.29,1012.00,23.29,89.27,28.17,230.81,280.00,228.85,282.22,230.63,285.67,1.69,2.69,8.91,30.11,33.61
2017-02-18 00:00:00,-3.21,-38.43,12.61,92.22,6.79,20.78,8.26,22.41,1012.33,22.41,82.08,28.17,296.96,294.44,310.15,293.67,315.06,295.44,1.69,3.00,8.14,25.22,34.84
2017-02-18 03:00:00,-3.21,-38.43,12.54,111.67,3.10,38.67,4.34,22.77,1011.37,22.77,81.64,28.12,258.75,319.11,253.86,316.78,258.57,317.33,1.70,2.74,9.66,24.89,34.76
2017-02-18 06:00:00,-3.21,-38.43,12.50,149.44,1.99,88.22,2.80,22.64,1011.35,22.64,79.53,28.09,149.38,298.11,209.38,296.33,207.73,295.22,1.70,2.51,18.14,18.22,32.40
2017-02-18 09:00:00,-3.21,-38.43,12.92,172.56,2.77,176.44,4.09,21.42,1012.41,21.42,72.50,28.11,179.16,278.33,233.36,282.56,233.18,278.78,1.68,2.57,18.20,10.33,31.59
2017-02-18 12:00:00,-3.21,-38.43,13.53,201.89,5.82,146.78,7.34,23.07,1013.26,23.07,82.46,28.15,180.39,302.56,237.10,312.56,226.73,307.56,1.80,2.92,18.20,9.67,32.48
2017-02-18 15:00:00,-3.21,-38.43,13.58,204.67,5.89,135.11,7.24,22.96,1012.00,22.96,80.73,28.24,149.14,316.33,222.68,335.67,205.61,337.11,2.02,2.93,17.70,126.33,30.68
2017-02-18 18:00:00,-3.21,-38.43,13.49,188.67,5.07,118.67,6.51,23.19,1010.55,23.19,80.32,28.28,167.40,305.11,261.41,318.56,234.61,319.56,2.14,3.23,16.70,357.22,25.39
2017-02-18 21:00:00,-3.21,-38.43,12.82,175.11,4.62,101.11,5.92,23.52,1011.64,23.52,81.33,28.23,287.19,295.44,382.63,299.67,374.39,298.33,2.12,3.20,16.70,277.67,25.44
2017-02-19 00:00:00,-3.21,-38.43,12.65,164.67,4.67,86.33,5.77,23.87,1012.77,23.87,81.96,28.17,296.80,290.56,424.00,293.44,423.26,294.00,2.10,3.07,16.70,314.78,26.36
2017-02-19 03:00:00,-3.21,-38.43,12.61,154.67,3.86,71.67,4.74,23.76,1011.57,23.76,81.47,28.14,200.13,303.44,296.29,305.33,295.48,303.89,2.16,3.15,15.83,275.56,25.79
2017-02-19 06:00:00,-3.21,-38.43,12.56,170.44,4.84,103.00,6.31,23.48,1011.16,23.48,82.84,28.12,193.02,313.11,265.75,313.33,271.33,312.44,2.08,3.00,15.40,271.44,25.68
2017-02-19 09:00:00,-3.21,-38.43,12.79,180.67,8.27,115.89,10.41,23.41,1012.61,23.41,85.24,28.12,239.99,288.11,339.05,299.89,333.62,299.44,2.03,3.03,15.28,160.89,31.02
2017-02-19 12:00:00,-3.21,-38.43,13.48,170.11,7.40,105.89,8.87,23.78,1013.09,23.78,-1036.69,28.16,271.44,285.22,329.83,288.67,320.42,289.00,1.91,3.20,15.16,125.33,32.01
2017-02-19 15:00:00,-3.21,-38.43,13.61,170.11,6.92,96.00,8.47,23.33,1011.82,23.33,-2157.92,28.21,295.09,292.22,313.28,300.44,288.63,300.89,1.92,2.98,15.40,200.33,30.61
2017-02-19 18:00:00,-3.21,-38.43,13.47,159.44,4.67,74.89,5.77,23.29,1010.82,23.29,81.34,28.22,216.56,286.00,312.82,295.11,301.50,297.56,1.90,2.94,14.67,200.11,28.72
2017-02-19 21:00:00,-3.21,-38.43,12.77,167.00,3.22,80.00,4.22,23.18,1011.95,23.18,79.46,28.21,318.13,285.56,381.87,292.44,353.14,292.11,1.77,2.64,14.19,313.44,28.02
2017-02-20 00:00:00,-3.21,-38.43,12.63,164.33,3.44,82.22,4.33,23.63,1012.64,23.63,82.28,28.21,347.80,286.78,408.24,291.11,403.85,288.67,1.76,2.58,14.08,314.89,28.98
2017-02-20 03:00:00,-3.21,-38.43,12.59,169.44,4.28,97.22,5.30,23.81,1011.29,23.81,85.30,28.18,301.05,291.89,384.27,295.44,382.41,294.00,1.76,2.62,13.63,42.22,30.09
2017-02-20 06:00:00,-3.21,-38.43,12.55,189.89,6.77,125.67,8.53,23.00,1011.01,23.00,86.86,28.17,240.50,299.44,307.84,306.22,320.39,305.67,1.73,2.72,13.74,6.44,30.78
2017-02-20 09:00:00,-3.21,-38.43,12.63,150.22,8.82,80.44,10.38,23.08,1012.98,23.08,87.77,28.16,193.66,291.78,309.27,293.89,347.50,294.78,1.72,2.93,13.86,11.33,33.17
2017-02-20 12:00:00,-3.21,-38.43,13.13,159.22,7.94,91.78,9.52,22.88,1013.82,22.88,84.26,28.16,267.17,272.89,326.05,282.22,358.27,284.11,1.76,2.89,13.30,20.89,34.24
2017-02-20 15:00:00,-3.21,-38.43,13.57,169.00,5.18,99.89,6.39,22.50,1011.94,22.50,80.10,28.15,299.13,283.78,412.72,290.22,419.76,291.11,1.73,3.06,13.52,11.56,32.34
2017-02-20 18:00:00,-3.21,-38.43,13.47,176.22,3.69,106.11,4.66,22.66,1010.27,22.66,77.41,28.21,179.81,295.00,310.97,301.67,324.45,302.44,1.66,2.92,13.23,9.11,29.52
2017-02-20 21:00:00,-3.21,-38.43,12.80,161.33,6.08,88.89,7.17,22.72,1011.07,22.72,76.61,28.18,238.44,293.56,318.11,300.67,322.02,298.33,1.50,2.47,13.03,13.22,30.87
2017-02-21 00:00:00,-3.21,-38.43,12.65,165.11,6.74,101.89,8.00,23.53,1010.98,23.53,80.04,28.16,296.53,282.22,349.33,289.22,359.89,287.89,1.53,2.23,13.12,8.44,30.96
2017-02-21 03:00:00,-3.21,-38.43,12.59,166.22,7.86,100.33,9.32,23.77,1009.80,23.77,80.78,28.14,318.40,283.78,375.72,290.89,391.84,290.67,1.46,2.24,12.94,20.11,32.37
2017-02-21 06:00:00,-3.21,-38.43,12.55,172.44,9.03,103.67,10.82,23.81,1009.97,23.81,79.41,28.12,260.67,298.78,320.46,305.89,340.24,306.89,1.47,2.36,12.52,33.78,32.72
2017-02-21 09:00:00,-3.21,-38.43,13.25,166.00,9.48,99.33,11.17,24.10,1010.81,24.10,79.13,28.12,270.40,281.78,331.97,288.11,369.33,288.56,1.49,2.34,11.80,45.44,33.17
2017-02-21 12:00:00,-3.21,-38.43,13.58,165.56,8.91,104.00,10.36,24.13,1011.66,24.13,78.53,28.18,320.06,264.33,384.10,268.22,402.32,273.44,1.60,2.61,10.64,50.11,33.22
2017-02-21 15:00:00,-3.21,-38.43,13.60,180.22,7.68,122.00,9.19,23.68,1010.51,23.68,79.47,28.20,396.27,272.11,494.44,278.11,517.52,283.78,1.58,2.63,9.31,53.22,35.84
2017-02-21 18:00:00,-3.21,-38.43,13.46,171.89,6.59,99.56,8.06,23.56,1009.83,23.56,81.56,28.15,435.61,285.56,586.40,291.33,619.72,293.78,1.49,2.31,10.46,49.22,35.44
2017-02-21 21:00:00,-3.21,-38.43,12.76,157.56,7.06,74.44,8.54,24.44,1010.57,24.44,82.47,28.11,449.33,287.22,549.39,292.00,555.11,292.67,1.38,2.14,11.40,48.78,34.92
2017-02-22 00:00:00,-3.21,-38.43,12.63,150.44,8.28,74.56,9.80,24.40,1011.23,24.40,80.94,28.08,466.06,279.11,546.80,284.33,550.48,284.44,1.36,2.40,9.49,44.78,34.98
2017-02-22 03:00:00,-3.21,-38.43,12.59,157.89,8.33,85.11,9.92,24.38,1010.16,24.38,80.91,28.11,560.59,283.67,621.75,287.67,625.77,287.78,1.30,2.16,10.48,44.56,36.93
2017-02-22 06:00:00,-3.21,-38.43,12.56,175.11,8.59,105.67,10.31,23.64,1009.78,23.64,77.61,28.09,427.14,297.11,462.96,302.22,474.24,300.56,1.43,2.21,6.99,56.33,37.28
2017-02-22 09:00:00,-3.21,-38.43,13.28,182.78,9.58,121.33,11.42,22.76,1010.78,22.76,72.37,28.08,322.43,286.11,396.31,291.11,412.94,292.56,1.54,2.43,6.43,73.11,38.67
2017-02-22 12:00:00,-3.21,-38.43,13.59,175.11,10.18,117.11,11.80,22.74,1011.07,22.74,72.00,28.22,415.24,271.67,529.46,271.89,509.02,273.56,1.56,2.55,6.90,79.56,38.00
2017-02-22 15:00:00,-3.21,-38.43,13.61,178.00,9.67,118.33,11.36,22.96,1009.69,22.96,72.81,28.29,453.14,278.44,537.62,282.78,510.20,281.22,1.58,2.38,6.18,79.11,38.80
2017-02-22 18:00:00,-3.21,-38.43,13.53,180.44,8.04,115.67,9.32,23.78,1009.27,23.78,76.97,28.27,431.94,286.78,470.91,289.78,454.00,291.44,1.48,2.29,5.79,75.78,39.61
2017-02-22 21:00:00,-3.21,-38.43,12.83,163.11,8.93,91.44,10.47,23.79,1009.88,23.79,77.64,28.21,447.66,282.22,512.07,288.22,515.47,289.22,1.39,2.13,8.46,69.89,37.07
2017-02-23 00:00:00,-3.21,-38.43,12.64,157.22,10.11,89.00,11.79,23.80,1010.94,23.80,77.59,28.17,391.25,271.56,483.39,280.22,488.73,279.11,1.42,2.14,11.83,62.56,35.03
2017-02-23 03:00:00,-3.21,-38.43,12.61,164.67,10.19,101.78,12.21,23.84,1010.03,23.84,78.31,28.13,453.64,271.33,511.21,274.56,510.84,273.89,1.48,2.33,8.32,63.67,34.91
2017-02-23 06:00:00,-3.21,-38.43,12.57,177.00,9.51,110.44,11.47,23.76,1009.58,23.76,78.23,28.14,455.74,285.00,535.51,290.78,550.76,290.56,1.66,2.80,9.91,64.00,34.53
2017-02-23 09:00:00,-3.21,-38.43,13.27,182.67,8.80,117.00,10.30,23.57,1010.84,23.57,76.00,28.16,386.12,288.00,401.44,292.00,460.74,296.22,1.61,2.65,8.08,72.33,35.11
2017-02-23 12:00:00,-3.21,-38.43,13.58,187.22,8.47,130.78,9.82,23.76,1011.71,23.76,76.30,28.26,349.08,280.56,399.53,283.11,404.78,284.78,1.49,2.41,7.30,74.67,36.17
2017-02-23 15:00:00,-3.21,-38.43,13.59,195.33,8.36,143.11,9.93,23.92,1010.12,23.92,78.43,28.36,439.27,283.22,509.86,282.44,491.19,281.11,1.40,2.44,8.46,79.33,38.21
2017-02-23 18:00:00,-3.21,-38.43,13.52,190.89,7.69,125.78,9.11,23.96,1008.96,23.96,78.63,28.36,424.45,294.78,508.70,299.00,472.52,298.78,1.43,2.32,11.88,76.22,36.06
2017-02-23 21:00:00,-3.21,-38.43,12.82,171.00,7.44,90.56,8.82,24.23,1009.93,24.23,80.02,28.26,338.75,298.33,450.99,306.22,453.51,306.00,1.33,2.18,11.02,61.67,34.03
2017-02-24 00:00:00,-3.21,-38.43,12.64,150.22,7.54,76.00,9.06,24.46,1011.11,24.46,80.93,28.20,285.03,279.22,360.42,284.56,369.28,285.56,1.24,2.11,12.03,53.56,33.59
2017-02-24 03:00:00,-3.21,-38.43,12.59,158.44,7.60,91.67,9.02,23.90,1010.18,23.90,79.16,28.15,315.21,271.67,399.49,278.78,394.73,278.67,1.25,1.96,11.72,56.44,34.66
2017-02-24 06:00:00,-3.21,-38.43,12.54,173.44,7.80,103.44,9.18,23.69,1009.38,23.69,78.54,28.13,384.95,288.89,474.17,295.56,491.00,296.33,1.31,2.12,11.41,50.11,35.81
2017-02-24 09:00:00,-3.21,-38.43,13.23,179.67,8.24,109.11,9.69,23.99,1010.78,23.99,78.80,28.12,317.33,296.44,351.32,306.22,437.91,307.89,1.37,2.27,10.06,54.00,35.56
2017-02-24 12:00:00,-3.21,-38.43,13.57,174.67,7.02,107.89,8.36,24.08,1011.78,24.08,78.90,28.23,288.43,280.44,340.93,295.00,353.38,296.22,1.32,2.10,9.53,57.67,36.23
2017-02-24 15:00:00,-3.21,-38.43,13.59,168.44,7.48,106.78,9.01,23.66,1010.32,23.66,77.50,28.39,410.78,266.67,454.92,272.56,448.91,273.44,1.37,2.15,8.67,66.11,37.89
2017-02-24 18:00:00,-3.21,-38.43,13.52,172.67,7.23,102.67,8.50,24.11,1009.20,24.11,78.13,28.42,418.56,277.56,456.56,288.67,392.01,287.11,1.43,2.51,7.37,60.56,36.39
2017-02-24 21:00:00,-3.21,-38.43,12.81,166.33,6.84,87.33,8.08,24.07,1010.26,24.07,79.14,28.33,306.98,283.44,448.52,294.00,455.00,294.89,1.37,2.20,7.06,61.11,35.93
2017-02-25 00:00:00,-3.21,-38.43,12.64,156.11,7.47,88.00,8.79,24.09,1011.02,24.09,79.28,28.25,287.13,273.56,369.00,281.22,382.94,279.67,1.32,2.31,8.12,55.67,35.93
2017-02-25 03:00:00,-3.21,-38.43,12.59,154.22,7.56,90.22,8.81,23.96,1009.35,23.96,79.31,28.22,235.25,259.78,315.63,274.11,345.96,273.33,1.31,2.16,8.17,49.89,35.02
2017-02-25 06:00:00,-3.21,-38.43,12.55,163.78,7.18,97.22,8.36,23.56,1008.70,23.56,78.32,28.23,295.27,276.11,396.59,280.89,407.14,282.89,1.30,2.01,7.63,48.56,35.23
2017-02-25 09:00:00,-3.21,-38.43,13.13,172.89,6.87,107.78,8.16,23.57,1010.40,23.57,77.71,28.24,282.42,284.11,288.05,289.00,290.41,289.11,1.30,2.03,7.73,47.33,36.17
2017-02-25 12:00:00,-3.21,-38.43,13.56,174.78,7.52,115.11,8.84,23.67,1011.25,23.67,75.84,28.32,275.76,271.78,263.26,271.44,272.08,275.22,1.28,2.25,8.10,50.56,37.68
2017-02-25 15:00:00,-3.21,-38.43,13.58,167.78,7.03,107.89,8.20,23.37,1009.47,23.37,74.34,28.48,247.76,259.78,286.88,263.56,274.40,267.22,1.42,2.35,8.12,49.22,35.47
2017-02-25 18:00:00,-3.21,-38.43,13.49,168.78,6.58,101.44,7.76,23.49,1008.44,23.49,74.38,28.52,265.40,267.56,303.62,281.11,304.05,286.22,1.50,2.36,8.19,46.22,36.06
2017-02-25 21:00:00,-3.21,-38.43,12.81,160.22,7.11,84.78,8.33,23.53,1009.40,23.53,75.71,28.41,223.56,292.78,259.66,299.33,256.15,301.67,1.47,2.50,8.30,43.89,36.06
2017-02-26 00:00:00,-3.21,-38.43,12.64,143.00,6.59,72.67,7.79,23.80,1010.87,23.80,77.40,28.35,187.88,271.00,235.42,275.44,262.36,275.89,1.33,2.22,8.11,41.44,36.97
2017-02-26 03:00:00,-3.21,-38.43,12.59,132.00,6.42,64.22,8.10,23.77,1009.69,23.77,79.73,28.33,150.18,244.11,204.37,250.33,243.37,256.67,1.32,2.04,8.33,38.00,35.73
2017-02-26 06:00:00,-3.21,-38.43,12.57,143.56,5.88,60.44,7.37,23.59,1008.78,23.59,81.53,28.33,172.85,267.33,268.78,276.56,303.01,274.89,1.32,2.23,7.90,41.44,37.62
2017-02-26 09:00:00,-3.21,-38.43,13.23,172.00,5.43,96.33,6.87,23.50,1010.15,23.50,78.78,28.35,192.61,300.11,238.04,312.11,250.59,306.44,1.34,2.23,8.11,42.78,36.64
2017-02-26 12:00:00,-3.21,-38.43,13.56,179.67,6.11,114.33,7.43,24.08,1011.27,24.08,78.61,28.40,154.23,283.67,178.49,301.22,205.42,303.00,1.37,2.21,8.08,50.78,37.64
2017-02-26 15:00:00,-3.21,-38.43,13.58,178.56,5.54,121.89,6.51,24.10,1009.80,24.10,78.22,28.59,216.18,258.22,247.45,271.33,242.89,275.33,1.41,2.29,8.31,56.22,38.13
2017-02-26 18:00:00,-3.21,-38.43,13.48,172.89,5.71,109.56,6.66,23.68,1008.62,23.68,75.42,28.70,362.76,269.67,400.71,278.67,391.28,281.78,1.41,2.20,8.11,54.67,38.82
2017-02-26 21:00:00,-3.21,-38.43,12.80,165.22,5.56,68.33,6.57,23.89,1010.16,23.89,80.23,28.59,296.07,282.22,424.23,290.78,473.50,293.33,1.31,2.08,8.22,45.67,38.92
2017-02-27 00:00:00,-3.21,-38.43,12.62,152.00,4.99,56.00,6.13,23.90,1011.23,23.90,80.76,28.55,361.23,272.89,503.81,279.89,585.31,281.33,1.24,2.27,8.29,35.00,36.82
2017-02-27 03:00:00,-3.21,-38.43,12.58,147.33,5.71,85.44,6.86,24.00,1009.89,24.00,80.71,28.57,481.51,246.67,566.90,259.11,654.63,264.33,1.24,1.93,8.22,35.11,35.78
2017-02-27 06:00:00,-3.21,-38.43,12.54,157.56,6.18,102.56,7.21,23.93,1009.13,23.93,80.04,28.55,543.82,249.22,652.99,257.89,760.91,265.78,1.30,2.28,7.90,33.11,36.61
2017-02-27 09:00:00,-3.21,-38.43,12.89,165.89,6.29,96.67,7.67,23.34,1010.33,23.34,80.10,28.49,507.07,263.56,629.86,271.33,640.72,276.33,1.40,2.21,11.47,32.78,36.93
2017-02-27 12:00:00,-3.21,-38.43,13.35,191.00,8.96,140.11,10.99,22.53,1011.56,22.53,-5521.02,28.48,673.73,265.56,784.33,268.22,767.03,269.78,1.41,2.07,12.90,32.67,37.74
2017-02-27 15:00:00,-3.21,-38.43,13.39,165.78,4.90,112.11,6.09,23.03,1010.14,23.03,-1037.39,28.43,605.10,260.22,752.79,263.89,731.09,265.00,1.44,2.22,14.30,26.00,34.94
2017-02-27 18:00:00,-3.21,-38.43,13.39,150.44,6.58,70.33,7.93,22.89,1009.31,22.89,81.66,28.41,630.66,266.67,742.12,272.22,723.68,274.56,1.55,2.68,13.37,30.00,35.21
2017-02-27 21:00:00,-3.21,-38.43,12.72,144.67,11.77,67.44,14.13,23.17,1010.58,23.17,84.16,28.39,491.75,274.00,590.26,280.67,639.01,282.67,1.78,3.06,12.46,30.78,34.22
2017-02-28 00:00:00,-3.21,-38.43,12.64,132.11,11.09,51.89,13.17,22.98,1011.56,22.98,82.90,28.43,340.37,283.11,445.29,284.67,459.07,283.44,1.81,3.03,10.74,41.11,35.12
2017-02-28 03:00:00,-3.21,-38.43,12.59,130.89,7.41,61.33,8.87,23.03,1009.95,23.03,79.29,28.42,212.94,253.56,262.96,259.44,319.82,261.78,1.63,2.57,11.12,33.33,33.90
